Id,Sentiment,Pasangan Calon,Text Tweet,content_processed
365,negative,Ahok-Djarot,#karanganbunga #karanganbungaahok #ahokdjarot Karangan Bunga yang Sindir Ahok - Djarot Dirusak http://dlvr.it/P0pJTx,karanganbunga karanganbungaahok ahokdjarot karang bunga sindir ahok djarot rusak dlvr
366,negative,Ahok-Djarot,seBentar lagi pada komen apa nih Mas ? Settingan ? Pencitraan ? Apa disuruh Ahok lagi ? Hahaha #AhokDjarot,sebentar komen settingan citra ahok hahaha ahokdjarot
367,negative,Ahok-Djarot,Kita gembira atas bunga2 buat #AhokDjarot kaga juga bahas2 soal A&S tapi kenapa yang benci tetep fokus sama #Badja yaaa? Perhatian kalian,gembira atasi ahokdjarot kagak sioal a benci fokusi siama badja perhati
368,negative,Ahok-Djarot,"Para pendukung yang menang pada stres ni ya melihat Kembang ke AhokDjarot, Hati Rakyat tidak bisa dibohongi MENANGLAH KARENA MENANG.",dukung menang stres lihat kembang ahokdjarot hati rakyat bohong menang menang
369,negative,Ahok-Djarot,"Mungkin seperti ini ya rasanya dipaksa putus,lantas dikawin paksa sama bandot bini 5.susah move on-nyah. #pilkadajakarta #AhokDjarot",paksa putus lantas kawin paksa bandot bini susah move on pilkadajakarta ahokdjarot
370,negative,Ahok-Djarot,"kira kira kalau karangan bunga ahok-djarot nyasar ke rumah anis, orang orang bakal ngomong apa ya? #AhokDjarot #orangkokbisanyinyirbgt	",karang bunga ahok djarot nyasar rumah anis mengomong ahokdjarot orangkokbisanyinyirbgt
371,negative,Ahok-Djarot,Tidak masuk MURI? Mungkin bisa diusulkan masuk @gwr #AhokDjarot #badja #indonesiahebat,muri usul gwr ahokdjarot badja indonesiahebat
372,negative,Ahok-Djarot,Wah galon #AdaAQUA nya banyak pak.. Saingan ni ye sama bunganya pak #AhokDjarot,galon adaaqua saing ye bunga ahokdjarot
373,negative,Ahok-Djarot,dalam catatan sejarah dunia baru cuma #AhokDjarot yang kalah kebanjiran bunga #AhokRekorMuri,catat sejarah dunia ahokdjarot kalah banjir bunga ahokrekormuri
374,negative,Ahok-Djarot,"Hati hati komentar tentang #AhokDjarot #kalahpilkada, ujung2nya anda dituduh NYINYIR",hati hati komentar ahokdjarot kalahpilkada tuduh nyinyir
375,negative,Ahok-Djarot,Tukang karangan bunga yang tidak pilih ahok apa masih terima orderan masa mau buatin bunga buat orang kapir #karanganbungaahok #AhokDjarot,tukang karang bunga pilih ahok terima order bunga kapir karanganbungaahok ahokdjarot
376,negative,Ahok-Djarot,Jakarta tanpa pak ahok @basuki_btp bagaikan bis tanpa om telolet om...#GombalinAhok #AhokDjarot #AhokForNobel,jakarta ahok basuki btp bis om telolet om gombalinahok ahokdjarot ahokfornobel
377,negative,Ahok-Djarot,Yang dilantik Oktober nanti bisa kayak gini gak #AhokDjarot #AhokMandiKembang,lantik oktober gin enggak ahokdjarot ahokmandikembang
378,negative,Ahok-Djarot,Yang menang pilkada itu #AniesSandi yg kebanjiran ucapan selamat dan karangan bunga #AhokDjarot - fenomena alam,menang pilkada aniessandi banjir selamat karang bunga ahokdjarot fenomena alam
379,negative,Ahok-Djarot,Kiriman bunga ke #AhokDjarot 2.600 mereka masih nyinyir.... kalau sudah 7 juta mereka pasti pingsan semua,kirim bunga ahokdjarot nyinyir juta pingsan
380,negative,Ahok-Djarot,#KaranganBungaAhok biarlah mereka menghibur diri...wkkwwkkwk. #AhokDjarot #ahokbali1,karanganbungaahok hibur wkkwwkkwk ahokdjarot
381,negative,Ahok-Djarot,Banyak yang mulai SAKIT JIWA karena warga lebih cinta #AhokDjarot. #karanganbungaahok #GombalinAhok Kamis  #LawanSekulerRadikal,sakit jiwa warga cinta ahokdjarot karanganbungaahok gombalinahok lawansekulerradikal
382,negative,Ahok-Djarot,#AhokDjarot kalahpun masih juga jadi sasaran kreator hoax,ahokdjarot kalah sasar kreator hoax
383,negative,Ahok-Djarot,"Daripada kirim karangan bunga, mending bikin acara bagi bagi sembako #AhokDjarot #kalahpilkada",kirim karang bunga acara sembako ahokdjarot kalahpilkada
384,negative,Ahok-Djarot,Ahok bukan penista agama tapi dinistakan oleh orang yang mengaku beragama #AhokDjarot,ahok nista agama nista agama ahokdjarot
385,negative,Ahok-Djarot,Yang di dalam balaikota Seperti di Dalam museum di Paris yang mau moto lukisan monalisa... #ahokdjarot #AhokDicintaiRakyat #savejakarta,balaikota museum paris moto lukis monalisa ahokdjarot ahokdicintairakyat savejakarta
386,negative,Ahok-Djarot,"Menit ke 1:51 sedih banget huhuhu... IBU itu sama bapaknya nangis, #AhokDjarot #savejakarta",menit sedih huhuhu bapak nang ahokdjarot savejakarta
387,negative,Ahok-Djarot,Haha.. Kayaknya sebentar lagi ada banyak bunga tandingan nih #AhokDjarot,haha sebentar bunga tanding ahokdjarot
388,negative,Ahok-Djarot,"saran aja pak, biarkan kalo masih ada aja yang ngiri, bapak nganan aja Takut bikin macet kalo bapak ikutan ngiri #AhokDjarot",saran sssaja sssaja memengiri bapak nganan sssaja takut macet bapak memengiri ahokdjarot
389,negative,Ahok-Djarot,"Stress, guberner yang didukung tidak diharapkan sama warga Jakarta... #AhokDjarot #savejakarta",stres guberner dukung harap warga jakarta ahokdjarot savejakarta
390,negative,Ahok-Djarot,"Gak murah nih ! , jika Ahok bukan Gubenur kesayangan warga Jakarta, emang siapa mau buang2 duit untuk beginian? #AhokDjarot",enggak murah ahok gubenur sayang warga jakarta duit ahokdjarot
391,negative,Ahok-Djarot,"Ya ampun Pak, rasanya kok sesek yah dada ini ngelawan bangsa sendiri..... Apalagi masalahnya issue sara... #AhokDjarot tak terganti",sek dada melawan bangsa issue sara ahokdjarot tak ganti
392,negative,Ahok-Djarot,"Karangan bunga yang dikarang-karang untuk #AhokDjarot, sungguh kegilaan pasca kegilaan tuntutan JPU kasus #AhokPenistaAgama",karang bunga karang karang ahokdjarot gila pasca gila tuntut jpu ahokpenistaagama
393,negative,Ahok-Djarot,Apakah KAFIR itu TIDAK Berlaku lagi JIKA .....???? #ask #AhokDjarot #aniessandimenang,kafir laku ask ahokdjarot aniessandimenang
394,negative,Ahok-Djarot,"Untuk pembenci pak basuki >""Benci boleh, goblok jangan""< #AhokDjarot #badja",benci basuki benci goblok ahokdjarot badja
395,negative,Ahok-Djarot,Pengamat: Cara yang Digunakan untuk Jungkalkan Ahok-Djarot Mirip Strategi ISIS http://bit.ly/2qd9w4e  #AhokDjarot,jungkal ahok djarot strategi isis bit ly ahokdjarot
396,negative,Ahok-Djarot,"yang simpatik aja segini, yang ga simpatik seberapa yak #ahok4RI #ahokdjarot",simpatik gin enggak simpatik ahokdjarot
397,negative,Ahok-Djarot,"Lambang matinya akal waras di Indonesia, ketika fitnah mengendalikan kita #Ahok #ahoktumbang #pilkadajakarta #AhokDjarot",lambang mati akal waras fitnah kendali ahok ahoktumbang pilkadajakarta ahokdjarot
398,negative,Ahok-Djarot,#AhokDjarot membuktikan bahwa tak selamanya mantan itu digantikan dengan yang lebih baik #mantanterindah #akakakakakk #maapnyampah,ahokdjarot bukti tak mantan ganti mantanterindah akakakakakk maapnyampah
399,negative,Ahok-Djarot,Kajian ini gue liat pake perspektif netral loh ya. Coba lah kalo ngomong dipikir #AhokDjarot,kaji lihat perspektif netral loh mengomong pikir ahokdjarot
400,negative,Ahok-Djarot,Sederhana aja kan? Ya orang yang mempertanyakan soal susah move on berarti cuma yang sok skeptis dan tim kontra Ahok #AhokDjarot,sederhana susah move on sok skeptis tim kontra ahok ahokdjarot
401,negative,Ahok-Djarot,"#DebatFinalPilkadaJKT #AhokDjarot #jakartakerja Debat kok beretorika, program kok berwacana... Yang adil tidak korupsi sajalah",debatfinalpilkadajkt ahokdjarot jakartakerja debat retorika program wacana adil korupsi
402,negative,Ahok-Djarot,"Ancam Polisikan, Sutradara Video Rasis Kampanye Ahok-Djarot Minta Bayaran Sesuai Kontrak https://goo.gl/lwg3Ai  #News #AhokDjarot",ancam polisi sutradara video ras kampanye ahok djarot bayar sesuai kontrak goo gl news ahokdjarot
403,negative,Ahok-Djarot,"Di penutup, Paslon mengucapkan permintaan maaf. #AhokDjarot Melakukannya dengan baik. #AniesSandi kok minta maafnya gitu..?",tutup paslon mememinta ahokdjarot laku aniessandi mememinta
404,negative,Ahok-Djarot,Saya mau protes kenapa ada iklan yang macet-macet saat streaming #AhokDjarot #Badja https://www.instagram.com/p/BSyhNL4Fph5/,protes iklan macet macet streaming ahokdjarot badja instagram p
405,negative,Ahok-Djarot,Menata jakarta bukan menata Kata-kata! #debatpilkadaDKI #gw2,tata jakarta tata debatpilkadadki
406,negative,Ahok-Djarot,#pilkadadki2017 pilkada dki 2017 itu sangat rasis dan agamis. Buktinya ras china pilih ahok 100% dan pemeluk kristen pilih ahok 100%,pilkada dki ras agam bukti ras china pilih ahok peluk kristen pilih ahok
407,negative,Ahok-Djarot,"Lholho ini kenapa pendukung ahok, DP 0% teruntuk kaum dhuafa, situ kan uangnya sudah banyak. <Bomb>  #DP0% #AhokKeok #PilkadaDKI #pilkadadki201",lholho dukung ahok dp kaum dhuafa uang bomb ahokkeok pilkadadki
408,negative,Ahok-Djarot,"dulu #Jakarta tidak pernah terpecah belah, tapi sejak ada orang asing #jakarta terpecah <Broken Heart>  #AkuCoblosAniesSandi #pilkadadki2017 #PilkadaDK",jakarta pecah belah asing jakarta pecah broken heart akucoblosaniessandi pilkadadk
409,negative,Ahok-Djarot,Ha-ha-ha. sUdah tidak adil nih bangsa. Kalian masih mau milih no 2? Cina? Hah? <Speak-No-Evil> #AkuCoblosAniesSandi #PilkadaDKI #pilkadadki2017,ha ha ha adil bangsa memilih no cina hah speak no evil akucoblosaniessandi pilkadadki
410,negative,Ahok-Djarot,Tidak akan diberi petunjuk orang-orang zalim. Tetap HARAM pemimpin kafir.  <Fire> <Fire> #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin ,zalim haram pimpin kafir fire fire pilkadadki islamrahmatanlilalamin
411,negative,Ahok-Djarot,Jangan sampai allah mengAzab kalian wahai orang2 muslim yang memilih pemimpin kafir <High Voltage> <High Voltage> #pilkadadki2017 #PilkadaDKI,allah azab muslim pilih pimpin kafir high voltage high voltage pilkadadki
412,negative,Ahok-Djarot,Saya tidak bisa move on sampai sekarang lihatin Ahok + Djarot kalah <Slightly Frowning Face>,move on lihatin ahok djarot kalah slightly frowning face
413,negative,Ahok-Djarot,Masih baper tentang Ahok-Djarot <Disappointed Face>,bawa perasaan ahok djarot disappointed face
414,negative,Ahok-Djarot,"Bukan untuk memenangkan Anies-Sandi, tetapi untuk mengalahkan Ahok-Djarot. Tarik kesimpulannya sendiri yep",menang anies sandi kalah ahok djarot tarik simpul
415,negative,Ahok-Djarot,"Sembako Murah Ala Timses Ahok-Djarot Langgar UU Pemilu http://m.viva.co.id  Suap suara model begini, menghina kecerdasan warga..",sesamabako samaurah tisamases ahok djarot langgar uu samailu viva cowok id suap samaodel hina cerdas warga
416,negative,Ahok-Djarot,Kok rasa2nya Ahok-Djarot bakal kalah ya.. Gerakan dan tindakan paslon 3 gencar dan mengerikan. <Face Screaming in Fear> <Face Screaming in Fear>,ahok djarot kalah gerak tiniidak paslon gencar ngeri face screaminiig inii fear face screaminiig inii fear
417,negative,Ahok-Djarot,Itu yang ngomong jangan pilih Ahok Djarot pernah merasakan banjir tidak sih? <Pouting Face>,mengomong pilih ahok djarot banjir pouting face
418,negative,Ahok-Djarot,Dulu mereka bilang #AHY cagub #FPI sekarang #Anies cagub #FPI. Intinya #Ahoker buta peta politik <Zipper-Mouth Face>,ahy cagub fpi anies cagub fpi inti ahoker buta peta politik zipper mouth face
419,negative,Ahok-Djarot,tolong bapak gubernur knp sampai saat kjp anak saya tidak turun juga sudah hampir 4 bulan menjelang pilkada Dki sampai sekarang <Confused Face>,bapak gubernur kjp anak turun jelang pilkada dki confused face
420,negative,Ahok-Djarot,KAFIR Tetap HARAM pemimpin kafir. #PilkadaDKI #pilkadadki2017 #IslamRahmatanLilAlamin  <Fire> <Fire>  <Fire> <Fire>,kafir haram pimpin kafir pilkadadki islamrahmatanlilalamin fire fire fire fire
421,negative,Ahok-Djarot,#Djarot Beberkan Kronologi Pengusiran Dirinya Setelah Sholat Jumat http://bit.ly/2pgp5M1  #AhokDjarot #PilkadaDki2017,djarot beber kronologi usir sholat bit ly ahokdjarot
422,negative,Ahok-Djarot,Awas serbuan warga wahabi dari bogor dan depok #JakartaberAswaja #SJPKB #pilgubDKI #JakartaPunyaSemua @kpudki https://news.detik.com,awas serbu warga wahabi bogor depok jakartaberaswaja sjpkb pilgubdki jakartapunyasemua kpudki news detik
423,negative,Ahok-Djarot,"Dipecat jadi menteri ,, gimana mau jadi gubernur? #no2 #pilihAhok #AhokDjarotDiRosi #Ahok #AhokDjarot #jangansalahpilih",pecat menteri gubernur pilihahok ahokdjarotdirosi ahok ahokdjarot jangansalahpilih
424,negative,Ahok-Djarot,Kuota @aagym lagi habis makanya tidak mengikuti berita @Warta_MUI @mata #indonesia #pilkadaDKI #AniesSandi #voteahok #ahokdjarot,kuota aagym habis berita warta mui mata pilkadadki aniessandi voteahok ahokdjarot
425,negative,Ahok-Djarot,@bank_dki ikut2an #moneypolitic untuk kemenangan #ahokdjarot ??  <See-No-Evil Monkey>  @ojkindonesia,bank dki moneypolitic menang ahokdjarot no evil monkey ojkindonesia
426,negative,Ahok-Djarot,Kalo bete ama M Taufik boleh pilih #AhokDjarot nggak kak? Soooo PASTIIII !!! <Face With Steam From Nose> <Face With Steam From Nose> <FACE WITH TEARS OF JOY> <Smiling Face With Open Mouth & Smiling Eyes> <FACE WITH TEARS OF JOY> <grining face with smile eye> <Victory Hand> #JanganTakutPilih2 #PilihBaDja,bete sasamaa taufik pilih ahokdjarot enggak soooo pastiiii face with steasama frosama nose face with steasama frosama nose face with tears of joy ssamailing face with open samaouth ssamailing eyes face with tears of joy grining face with ssamaile eye victory hand pilihbadja
427,negative,Ahok-Djarot,#AhokDjarot anti korup..kinerja kerja nyata.. Kebersihan Tata ruang kota.. Jakarta..makin baik?  <Weary Face>  <Weary Face>,ahokdjarot anti korup kerja kerja nyata bersih tata ruang kota jakarta weary face weary face
428,negative,Ahok-Djarot,"Diberbagai survei, debat dimenangkan paslon no 3 nih. #Aniesbaswedan #AhokDjarot",survei debat menang paslon no aniesbaswedan ahokdjarot
429,negative,Ahok-Djarot,Memilih paslon no 3 yang pernah gagal menjalankan tugas sebelumnya adalah melecehkan akal sehat. #AhokDjarot,pilih paslon no gagal jalan tugas leceh akal sehat ahokdjarot
430,negative,Ahok-Djarot,"mendadak santun & toleran gini <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face> ....bukan gara"" deket tgl 19 April kan ? <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> #indonesia @Metro_TV #voteahok #ahokdjarot #ahok",dadak santun toleran gin zipper mouth face zipper mouth face zipper mouth face gara tanggal april face with tears of joy face with tears of joy face with tears of joy metro tv voteahok ahokdjarot ahok
431,negative,Ahok-Djarot,@aniesbaswedan kemarin bilang tidak setuju syariah . lah ini apa ?? #indonesia #badja @nu_online #ahokdjarot #pilkadaDKI @MataNajwa,aniesbaswedan kemarin tuju syariah badja nu online ahokdjarot pilkadadki matanajwa
432,negative,Ahok-Djarot,#TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah #TolakJakartaBersyariah @LintangChrezL @Hit_DX @ChajanJr @arifinp76,tolakjakartabersyariah tolakjakartabersyariah tolakjakartabersyariah tolakjakartabersyariah lintangchrezl hit dx chajanjr
433,negative,Ahok-Djarot,"apa yang kamu mau perangi kalau faktanya benar, yang ada pengikutmu cuma bisa caci maki saja #indonesia #bubarkanFPI #badja #ahokdjarot #mat",perang fakta caci maki bubarkanfpi badja ahokdjarot mat
434,negative,Ahok-Djarot,Rizieq minta pengikutnya untuk TERNAK AKUN disosmed. jadi jangan heran kalau akun twitter tiba2 diserbu PASUKAN CACI MAKI  <grining face with smile eye> <Face Screaming in Fear> <Face Screaming in Fear>,rizieq meminiita ternak akun disosmed heran akun twitter serbu pasuk caci maki griniiiniig face with smile eye face screaminiig inii fear face screaminiig inii fear
435,negative,Ahok-Djarot,Wasekjen MUI Nilai Video Kampanye Ahok-Djarot Suduntukan Umat Islam https://goo.gl/vrIZIy  #News #AhokDjarot,wasekjen mui nilai video kampanye ahok djarot suduntukan umat islam goo gl vriziy news ahokdjarot
436,negative,Ahok-Djarot,"Kasih Iming-iming KJL kepada Orangtua, Ahok-Djarot Diminta Jangan Menipu Lansia https://goo.gl/L2e0Wn  #News #AhokDjarot",iming iming kjl orangtua ahok djarot tipu lansia goo gl news ahokdjarot
437,negative,Ahok-Djarot,Tidak usah mikir coblos sebelah kiri #ahokdjarot <FACE WITH STUCK-OUT TOUNGES> <FACE WITH STUCK-OUT TOUNGES> <Victory Hand>,mikir coblos belah kiri ahokdjarot face with stuck out tounges face with stuck out tounges victory hand
438,negative,Ahok-Djarot,Video Kampanye Ahok-Djarot Telah Hancurkan Kebhinekaan https://goo.gl/ZrUI0G  #News #AhokDjarot,video kampanye ahok djarot hancur kebhinekaan goo gl news ahokdjarot
439,negative,Ahok-Djarot,SAAT ALIEN MENYERANG INDONESIA http://www.triandry.com #pertempuranakhirjawarajkt #deklarasippp #rompiskasmaran #ahokdjarot #aniessandi,alien serang triandry pertempuranakhirjawarajkt deklarasippp rompiskasmaran ahokdjarot aniessandi
440,negative,Ahok-Djarot,Lulung nyampah jadi timses anies sandi gara gara takut kena semprot ahok <FACE WITH TEARS OF JOY> #AhokDjarot <FACE WITH STUCK-OUT TOUNGES>,lulung menyampah timses anies sandi gara gara takut kena semprot ahok face with tears of joy ahokdjarot face with stuck out tounges
441,negative,Ahok-Djarot,@KataAhok #ahok #Ahokdjarot @AhokDjarot  @TetapAhokDjarot  #3ya3 memang pilpres sabang sampai merauke? https://youtu.be lewat @YouTube,kataahok ahok ahokdjarot ahokdjarot tetapahokdjarot pilpres sabang merauke youtu be youtube
442,negative,Ahok-Djarot,"Mentang mentang nama belakangnya sama, mau ambil keuntungan saja. Yang Novel iya yang Anies gak #AhokDjarot #pilgubDKI",mentang mentang nama ambil untung novel anies enggak ahokdjarot pilgubdki
443,negative,Ahok-Djarot,#AhokDjarot mencari orang pintar buanyak di Jakarta. Mencari orang yang jujur anti korupsi suka bekerja keras...itu yang sulit.,ahokdjarot cari pintar buanyak jakarta cari jujur anti korupsi suka kerja keras sulit
444,negative,Ahok-Djarot,"Kampanyenya ngomong program ini program itu, jadi mentri aja dipecat <FACE WITH TEARS OF JOY> mending liat yang udah ada hasil kerja ada deh #AhokDjarot",kampanye mengomong program program tri pecat face with tears of joy lihat kerja ahokdjarot
445,negative,Ahok-Djarot,"Timses anies ngomongnya sok kayak motivator, udah ahok terbaik kok jadi gubernur. Liat hasil kerjanya aja deh #AhokDjarot",timses anies mengomongnya sok motivator ahok gubernur lihat kerja ahokdjarot
446,negative,Ahok-Djarot,"pantes banyak polling dihapus, kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN, ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>",polling hapus menang polling ahokdjarot tayang dimetrotivi face with tears of joy face with tears of joy face with tears of joy
447,negative,Ahok-Djarot,"Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih!  <FACE WITH STUCK-OUT TOUNGES>",buzzer ahokdjarot galau survei polling menang aniessandi invoice tak bayar face with stuck out tounges
448,negative,Ahok-Djarot,@aniesbaswedan omonganmu tidak cocok dengan fakta <Thumbs Down> <Thumbs Down>@MataNajwa @Metro_TV #pilkadaDKI #voteahok #badja  @nu_online #ahokdjarot #DKI,aniesbaswedan omong cocok fakta thumbs down thumbs down matanajwa metro tv pilkadadki voteahok badja nu online ahokdjarot dki
449,negative,Ahok-Djarot,"#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh.  <FACE WITH STUCK-OUT TOUNGES>",ahokdjarot unggul main isu strategi isu sara matang kelola strategi musuh face with stuck out tounges
